# ../src/peaksHeights.py --size peakInfo/324 --dat_file ../data/FLC/324.dat
# # column 0: peaks
# # coulmn1 : peak Height
# # column 2: peak prominences
2.550000000000000044e-01	7.770524268188950812e-01	3.020505581867552469e-01
2.850000000000000311e-01	4.741945232838418178e-01	2.237625862892886341e-01
3.049999999999999933e-01	6.864797545982751492e-01	2.187955330473488336e-01
3.250000000000000111e-01	9.043855163834139121e-01	6.556277516133286465e-01
3.649999999999999911e-01	4.937766593370885304e-01	3.164029569124898744e-01
3.850000000000000089e-01	5.433217145945853366e-01	2.993396736437808903e-01
4.150000000000000355e-01	4.997629866278726629e-01	2.132895243646429351e-01
4.450000000000000067e-01	7.342827216891855135e-01	2.749346816704133500e-01
4.650000000000000244e-01	8.999450387889242897e-01	6.348989673034304282e-01
5.050000000000000044e-01	5.958722357074927034e-01	3.542130323135295189e-02
5.250000000000000222e-01	7.930988090121985357e-01	3.738116526277130425e-01
5.550000000000000488e-01	5.939669279765010801e-01	8.104392392649006904e-02
5.749999999999999556e-01	7.337525641699932377e-01	1.698934726253946703e-01
6.049999999999999822e-01	8.380862423859325450e-01	2.413738064399821859e-01
