# created by program: /scratch/aporutho/miniconda3_NEW/envs/westpa2-loos/bin/plothist
# created by user:    aporutho
# created on host:    bhp0006
# created at:         Mon Apr 22 14:32:01 2024
# source data: /gpfs/fs2/scratch/agrossfi_lab/ashlin/systemSize/DIPC_DPPC_10110_lipid_systems/WE_runs/Analysis/data/multi_west_aux/stdclusdppc.h5 dimension 0
# column 0: midpoint of bin
# column 1: probability in bin
# column 2: -ln P
# column 3: log10 P
5.000000000000000000e+00 0.000000000000000000e+00 inf -inf
1.500000000000000000e+01 2.168327942708785333e-04 4.393619567804713633e+00 -3.663875033509100376e+00
2.500000000000000000e+01 5.672618225030670244e-03 1.129340032795136395e+00 -2.246216444064728535e+00
3.500000000000000000e+01 1.754889196525362058e-02 0.000000000000000000e+00 -1.755750299629363020e+00
4.500000000000000000e+01 1.702245899110246125e-02 3.045722276323026279e-02 -1.768977703409531976e+00
5.500000000000000000e+01 8.197817064722006872e-03 7.611229048253997931e-01 -2.086301777245207933e+00
6.500000000000000000e+01 1.283321175215983243e-03 2.615539426306705550e+00 -2.891664639674762505e+00
7.500000000000000000e+01 9.266706117215289980e-05 5.243733008750958824e+00 -4.033074609903841257e+00
8.500000000000000000e+01 1.182197244325911185e-04 5.000201126595512413e+00 -3.927310057316217407e+00
9.500000000000000000e+01 2.966477030425271159e-04 4.080200841331477868e+00 -3.527759010076628954e+00
1.050000000000000000e+02 8.736811036781407924e-04 3.000030651877045429e+00 -3.058647057280179382e+00
1.150000000000000000e+02 9.489349753045647762e-04 2.917405813928763081e+00 -3.022763546091089992e+00
1.250000000000000000e+02 1.472966743210728235e-03 2.477712252399578929e+00 -2.831807058590577242e+00
1.350000000000000000e+02 3.105804184434423666e-03 1.731718133586885422e+00 -2.507825929257945674e+00
1.450000000000000000e+02 2.461613454369535568e-03 1.964173801323997104e+00 -2.608780143043309074e+00
1.550000000000000000e+02 3.891905612493883927e-03 1.506091899677718615e+00 -2.409837700898582291e+00
1.650000000000000000e+02 2.783562764619889381e-03 1.841259134835925515e+00 -2.555398981642560852e+00
1.750000000000000000e+02 2.236549661981388111e-03 2.060056463168436380e+00 -2.650421453992544585e+00
1.850000000000000000e+02 3.317914194596273490e-03 1.665654481181658930e+00 -2.479134849563981557e+00
1.950000000000000000e+02 2.505548497830850131e-03 1.946483140257495137e+00 -2.601097186560906493e+00
2.050000000000000000e+02 2.340416746594259183e-03 2.014661801688331089e+00 -2.630706803003868721e+00
2.150000000000000000e+02 1.964811687850555929e-03 2.189594404461735699e+00 -2.706679067093331614e+00
2.250000000000000000e+02 3.454816806255804618e-03 1.625221379013234824e+00 -2.461574976406004200e+00
2.350000000000000000e+02 2.366693433854874778e-03 2.003497006641009826e+00 -2.625857994123236505e+00
2.450000000000000000e+02 3.384834935862851384e-03 1.645685670268787426e+00 -2.470462505174352064e+00
2.550000000000000000e+02 1.629916790300474285e-03 2.376461847415519024e+00 -2.787834566415530624e+00
2.650000000000000000e+02 3.074613830197651422e-03 1.741811502339105644e+00 -2.512209423610849868e+00
2.750000000000000000e+02 1.893612268558441574e-03 2.226504553879200543e+00 -2.722708941311561492e+00
2.850000000000000000e+02 1.122545758090375814e-03 2.749391707786542405e+00 -2.949795946911616173e+00
